8, 8, 20, 0.7, .2, .2, 3, 10, 8, 1
8, 8, 20, 0.7, .2, 2, 3, 10, 8, 1
8, 8, 20, 0.7, .2, 20, 3, 10, 8, 1
8, 8, 20, 0.7, 2, .2, 3, 10, 8, 1
8, 8, 20, 0.7, 20, .2, 3, 10, 8, 1
8, 8, 20, 0.7, 2, 2, 3, 10, 8, 1
8, 8, 20, 0.7, 20, 20, 3, 10, 8, 1
8, 8, 20, 0.9, .2, .2, 3, 10, 8, 1
5, 5, 20, 0.9, .2, .2, 3, 10, 8, 1
5, 5, 20, 0.7, .2, .2, 3, 10, 8, 1
5, 5, 20, 0.7, .2, 2, 3, 10, 8, 1
5, 5, 20, 0.7, .2, 20, 3, 10, 8, 1
5, 5, 20, 0.7, 2, .2, 3, 10, 8, 1
5, 5, 20, 0.7, 20, .2, 3, 10, 8, 1
5, 5, 20, 0.7, 2, 2, 3, 10, 8, 1
