5,5,20,0.8,50,10,3,8,4,1
5,5,20,0.8,50,10,3,8,4,2
5,5,20,0.8,50,20,3,8,4,1
5,5,20,0.8,50,20,3,8,4,2
5,5,20,0.8,50,30,3,8,4,1
5,5,20,0.8,50,30,3,8,4,2
5,10,20,0.8,50,10,3,8,4,1
5,10,20,0.8,50,10,3,8,4,2
5,10,20,0.8,50,20,3,8,4,1
5,10,20,0.8,50,20,3,8,4,2
5,10,20,0.8,50,30,3,8,4,1
5,10,20,0.8,50,30,3,8,4,2
5,15,20,0.8,50,10,3,8,4,1
5,15,20,0.8,50,10,3,8,4,2
5,15,20,0.8,50,20,3,8,4,1
5,15,20,0.8,50,20,3,8,4,2
5,15,20,0.8,50,30,3,8,4,1
5,15,20,0.8,50,30,3,8,4,2
10,5,20,0.8,50,10,3,8,4,1
10,5,20,0.8,50,10,3,8,4,2
10,5,20,0.8,50,20,3,8,4,1
10,5,20,0.8,50,20,3,8,4,2
10,5,20,0.8,50,30,3,8,4,1
10,5,20,0.8,50,30,3,8,4,2
10,10,20,0.8,50,10,3,8,4,1
10,10,20,0.8,50,10,3,8,4,2
10,10,20,0.8,50,20,3,8,4,1
10,10,20,0.8,50,20,3,8,4,2
10,10,20,0.8,50,30,3,8,4,1
10,10,20,0.8,50,30,3,8,4,2
10,15,20,0.8,50,10,3,8,4,1
10,15,20,0.8,50,10,3,8,4,2
10,15,20,0.8,50,20,3,8,4,1
10,15,20,0.8,50,20,3,8,4,2
10,15,20,0.8,50,30,3,8,4,1
10,15,20,0.8,50,30,3,8,4,2
15,5,20,0.8,50,10,3,8,4,1
15,5,20,0.8,50,10,3,8,4,2
15,5,20,0.8,50,20,3,8,4,1
15,5,20,0.8,50,20,3,8,4,2
15,5,20,0.8,50,30,3,8,4,1
15,5,20,0.8,50,30,3,8,4,2
15,10,20,0.8,50,10,3,8,4,1
15,10,20,0.8,50,10,3,8,4,2
15,10,20,0.8,50,20,3,8,4,1
15,10,20,0.8,50,20,3,8,4,2
15,10,20,0.8,50,30,3,8,4,1
15,10,20,0.8,50,30,3,8,4,2
15,15,20,0.8,50,10,3,8,4,1
15,15,20,0.8,50,10,3,8,4,2
15,15,20,0.8,50,20,3,8,4,1
15,15,20,0.8,50,20,3,8,4,2
15,15,20,0.8,50,30,3,8,4,1
15,15,20,0.8,50,30,3,8,4,2
